SeniorCitizen,Partner,Dependents,OnlineSecurity,TechSupport,Contract,PaperlessBilling,tenure,MonthlyCharges,TotalCharges,Churn
No,No,No,No,No,Month-to-month,No,19,19.9,378.09999999999997,0
Yes,Yes,No,No,No,Month-to-month,Yes,42,95.05,3992.1,0
No,No,No,Yes,Yes,Two year,Yes,66,90.05,5943.3,0
Yes,Yes,No,Yes,Yes,Month-to-month,Yes,33,109.9,3626.7000000000003,0
No,No,No,No,No,Month-to-month,Yes,34,73.95,2514.3,1
Yes,No,No,No,Yes,Month-to-month,Yes,33,54.6,1801.8,0
No,Yes,Yes,No,No,One year,No,23,20.05,461.15000000000003,0
No,No,No,No,No,One year,No,32,19.75,632.0,0
No,No,No,No,No,One year,No,11,20.05,220.55,0
No,Yes,Yes,No,No,Month-to-month,Yes,69,99.45,6862.05,1
No,Yes,No,Yes,Yes,One year,No,68,55.9,3801.2,0
No,No,No,No,No,Two year,Yes,20,19.7,394.0,0
No,No,No,No,No,Two year,Yes,72,19.8,1425.6000000000001,0
No,Yes,Yes,Yes,No,One year,Yes,60,95.4,5724.0,0
Yes,Yes,Yes,No,No,Month-to-month,Yes,32,93.95,3006.4,0
No,No,No,No,No,Month-to-month,Yes,1,19.9,19.9,1
No,No,No,No,No,Month-to-month,Yes,1,19.6,19.6,1
Yes,No,No,No,No,Month-to-month,Yes,3,81.35,244.04999999999998,1
No,Yes,No,No,No,One year,Yes,46,24.45,1124.7,0
No,Yes,No,No,No,Month-to-month,Yes,29,74.95,2173.55,0
No,No,No,No,Yes,Month-to-month,Yes,51,87.35,4454.849999999999,0
Yes,Yes,No,No,No,Month-to-month,Yes,48,70.65,3391.2000000000003,0
No,Yes,Yes,No,No,Month-to-month,No,16,73.25,1172.0,0
No,Yes,No,No,Yes,Two year,Yes,70,98.7,6909.0,0
No,Yes,Yes,No,No,Two year,Yes,40,24.8,992.0,0
No,Yes,Yes,No,No,Month-to-month,No,22,83.3,1832.6,1
Yes,No,No,No,No,Month-to-month,Yes,1,75.3,75.3,1
No,Yes,Yes,No,No,Month-to-month,Yes,5,24.3,121.5,0
No,No,No,No,No,Month-to-month,Yes,7,69.85,488.94999999999993,0
No,No,Yes,No,Yes,One year,No,29,100.55,2915.95,0
No,Yes,Yes,No,No,One year,No,44,25.7,1130.8,0
No,No,No,Yes,No,Month-to-month,No,10,40.7,407.0,0
Yes,Yes,No,No,No,Month-to-month,No,55,51.65,2840.75,0
Yes,Yes,No,No,No,One year,Yes,52,105.1,5465.2,0
No,Yes,Yes,No,No,Month-to-month,No,10,85.95,859.5,0
No,No,No,No,No,Month-to-month,Yes,18,75.6,1360.8,0
No,Yes,No,Yes,Yes,One year,No,68,58.25,3961.0,0
No,Yes,Yes,No,No,Month-to-month,Yes,61,19.4,1183.3999999999999,1
No,Yes,Yes,Yes,Yes,Two year,Yes,72,65.2,4694.400000000001,0
No,No,No,Yes,No,Month-to-month,No,2,53.45,106.9,0
No,No,No,No,No,Month-to-month,Yes,12,45.4,544.8,1
No,Yes,No,No,No,Two year,Yes,41,19.75,809.75,0
No,No,No,No,Yes,Month-to-month,Yes,26,44.45,1155.7,0
No,Yes,No,No,No,One year,No,36,20.85,750.6,0
No,Yes,Yes,Yes,Yes,Two year,Yes,72,114.05,8211.6,0
No,Yes,No,No,Yes,Month-to-month,Yes,35,89.85,3144.75,0
No,No,No,No,Yes,Month-to-month,No,1,55.05,55.05,0
No,Yes,Yes,Yes,Yes,Month-to-month,Yes,16,112.95,1807.2,0
Yes,No,No,Yes,No,Month-to-month,No,49,101.55,4975.95,0
No,Yes,No,Yes,Yes,One year,Yes,54,114.65,6191.1,0
No,No,Yes,Yes,No,Month-to-month,No,18,64.8,1166.3999999999999,0
No,Yes,No,No,No,Month-to-month,No,36,80.4,2894.4,0
No,No,No,No,No,Month-to-month,Yes,60,105.9,6354.0,1
No,No,No,No,No,Month-to-month,No,1,69.55,69.55,1
No,Yes,Yes,No,No,Two year,Yes,52,25.05,1302.6000000000001,0
No,Yes,Yes,No,No,Month-to-month,Yes,8,94.75,758.0,0
No,Yes,Yes,Yes,Yes,Two year,No,72,105.5,7596.0,0
No,No,No,No,No,One year,No,64,24.7,1580.8,0
Yes,No,No,Yes,Yes,Month-to-month,Yes,22,69.75,1534.5,0
No,Yes,No,No,Yes,Month-to-month,Yes,60,60.2,3612.0,0
No,Yes,Yes,No,No,Month-to-month,Yes,28,81.05,2269.4,1
No,Yes,No,No,No,Two year,No,61,24.4,1488.3999999999999,0
No,No,No,No,No,Month-to-month,Yes,24,104.15,2499.6000000000004,0
No,Yes,Yes,No,Yes,One year,No,28,92.9,2601.2000000000003,0
No,Yes,Yes,No,Yes,Two year,No,30,80.8,2424.0,0
No,Yes,No,No,No,Month-to-month,No,2,20.0,40.0,0
No,No,No,No,No,Month-to-month,Yes,1,75.1,75.1,0
No,No,Yes,No,No,Month-to-month,No,6,19.65,117.89999999999999,0
No,Yes,No,No,No,Month-to-month,Yes,24,69.45,1666.8000000000002,0
No,Yes,Yes,No,No,Month-to-month,No,4,101.15,404.6,1
No,No,No,No,No,Month-to-month,Yes,7,99.8,698.6,1
Yes,Yes,No,Yes,Yes,Two year,Yes,72,116.05,8355.6,0
No,No,No,No,Yes,Two year,Yes,70,40.05,2803.5,0
Yes,Yes,No,No,Yes,Two year,No,64,102.1,6534.4,0
No,Yes,Yes,No,No,One year,Yes,72,89.7,6458.400000000001,0
No,No,Yes,No,No,Two year,No,44,19.9,875.5999999999999,0
No,Yes,Yes,No,No,Month-to-month,No,13,55.95,727.35,1
Yes,No,No,No,No,One year,No,17,20.65,351.04999999999995,0
No,No,No,No,No,Month-to-month,Yes,1,55.0,55.0,1
No,Yes,No,No,No,Month-to-month,Yes,9,70.05,630.4499999999999,0
No,Yes,No,Yes,Yes,Month-to-month,No,24,53.6,1286.4,0
No,Yes,Yes,No,No,Month-to-month,Yes,1,74.7,74.7,1
No,No,No,No,No,Month-to-month,Yes,24,80.25,1926.0,1
Yes,Yes,Yes,No,Yes,Month-to-month,Yes,35,76.05,2661.75,0
No,Yes,Yes,Yes,Yes,Month-to-month,Yes,7,75.7,529.9,0
No,No,No,No,Yes,Month-to-month,Yes,5,96.1,480.5,1
No,No,Yes,No,No,Month-to-month,No,15,69.0,1035.0,1
No,Yes,Yes,No,No,Two year,No,11,19.65,216.14999999999998,0
No,Yes,No,Yes,No,Month-to-month,Yes,48,45.3,2174.3999999999996,1
Yes,No,No,No,No,Month-to-month,Yes,20,81.45,1629.0,0
No,Yes,No,No,Yes,One year,Yes,72,108.5,7812.0,0
No,Yes,Yes,No,No,Month-to-month,Yes,8,83.55,668.4,1
No,Yes,Yes,No,No,Two year,Yes,72,84.5,6084.0,0
No,No,No,No,No,Month-to-month,Yes,15,100.15,1502.25,0
No,No,No,No,Yes,Two year,Yes,72,88.6,6379.2,0
No,Yes,Yes,Yes,Yes,Two year,Yes,0,52.55,0.0,0
No,No,Yes,No,No,Month-to-month,Yes,1,74.35,74.35,1
No,Yes,Yes,No,No,Two year,Yes,63,104.8,6602.4,0
No,No,No,No,No,Month-to-month,Yes,2,59.0,118.0,0
No,Yes,No,Yes,No,Month-to-month,Yes,2,74.4,148.8,1
Yes,Yes,No,No,No,One year,No,61,64.05,3907.0499999999997,0
No,No,No,No,No,Month-to-month,No,1,20.4,20.4,0
No,No,No,No,No,One year,Yes,22,43.75,962.5,1
No,Yes,No,Yes,Yes,Month-to-month,No,28,60.9,1705.2,0
No,Yes,No,No,No,Two year,No,70,19.8,1386.0,0
Yes,No,No,No,No,Month-to-month,No,5,28.45,142.25,1
No,No,No,Yes,No,Month-to-month,Yes,12,99.7,1196.4,1
No,No,No,Yes,Yes,One year,No,34,116.25,3952.5,0
Yes,Yes,No,Yes,No,Two year,Yes,71,80.7,5729.7,0
No,Yes,Yes,Yes,No,One year,No,70,65.2,4564.0,0
No,Yes,Yes,Yes,Yes,Month-to-month,Yes,52,84.05,4370.599999999999,0
No,No,Yes,Yes,Yes,Two year,Yes,69,79.45,5482.05,0
Yes,No,No,No,No,Month-to-month,Yes,20,94.1,1882.0,1
No,No,Yes,No,No,Month-to-month,Yes,11,78.0,858.0,0
No,Yes,No,No,Yes,Month-to-month,Yes,2,94.2,188.4,1
No,Yes,Yes,No,Yes,Month-to-month,Yes,6,80.5,483.0,1
No,No,No,No,No,Month-to-month,No,1,19.85,19.85,0
Yes,Yes,Yes,Yes,Yes,One year,No,20,94.3,1886.0,0
No,No,No,Yes,No,Month-to-month,Yes,61,106.45,6493.45,0
Yes,Yes,No,No,No,Month-to-month,Yes,5,74.35,371.75,1
No,No,No,No,Yes,Month-to-month,Yes,56,105.45,5905.2,0
No,No,No,Yes,Yes,Month-to-month,Yes,30,95.0,2850.0,0
No,No,No,No,Yes,Month-to-month,No,40,104.8,4192.0,1
No,No,No,Yes,Yes,One year,No,28,54.3,1520.3999999999999,0
Yes,Yes,No,No,No,Month-to-month,No,5,70.05,350.25,0
Yes,Yes,No,Yes,No,Month-to-month,Yes,27,75.2,2030.4,1
No,No,No,No,No,Month-to-month,No,12,20.05,240.60000000000002,0
No,Yes,Yes,No,No,One year,Yes,67,105.4,7061.8,0
Yes,Yes,No,No,No,Month-to-month,Yes,29,51.6,1496.4,0
No,Yes,Yes,No,No,Month-to-month,No,55,85.5,4702.5,0
No,No,No,No,No,Month-to-month,No,23,75.6,1738.8,1
No,Yes,No,No,No,Month-to-month,Yes,34,100.05,3401.7,1
No,No,No,Yes,No,One year,No,52,91.25,4745.0,0
Yes,Yes,Yes,Yes,Yes,Two year,Yes,72,115.75,8334.0,0
No,Yes,Yes,No,Yes,One year,Yes,58,94.7,5492.6,0
No,Yes,Yes,No,No,Two year,No,35,19.6,686.0,0
Yes,No,No,No,Yes,Two year,Yes,56,99.9,5594.400000000001,0
No,Yes,Yes,No,No,Two year,Yes,24,21.1,506.40000000000003,0
No,Yes,Yes,No,No,Two year,No,70,20.05,1403.5,0
No,No,No,No,No,Month-to-month,Yes,2,79.95,159.9,0
Yes,Yes,Yes,No,Yes,One year,Yes,68,107.15,7286.200000000001,0
No,No,No,No,No,Month-to-month,Yes,1,85.0,85.0,1
No,No,No,No,No,Month-to-month,Yes,12,89.55,1074.6,0
No,Yes,No,No,No,Month-to-month,Yes,63,81.55,5137.65,0
No,Yes,Yes,Yes,No,One year,Yes,33,58.45,1928.8500000000001,0
No,Yes,No,No,No,One year,Yes,69,95.65,6599.85,0
No,Yes,Yes,No,Yes,Two year,Yes,60,80.6,4836.0,0
No,Yes,Yes,Yes,Yes,Two year,Yes,72,113.1,8143.2,0
No,No,No,No,No,Month-to-month,Yes,11,58.95,648.45,0
No,No,No,No,No,Month-to-month,No,1,19.55,19.55,0
No,No,No,No,No,Month-to-month,Yes,10,86.05,860.5,1
No,No,No,Yes,Yes,Month-to-month,Yes,13,45.55,592.15,1
No,Yes,Yes,No,No,One year,Yes,34,78.95,2684.3,0
No,Yes,Yes,No,No,Month-to-month,Yes,39,86.3,3365.7,1
No,No,No,No,Yes,One year,Yes,65,105.05,6828.25,0
Yes,Yes,No,Yes,No,One year,Yes,50,101.9,5095.0,0
No,No,No,No,No,Month-to-month,No,15,19.75,296.25,0
No,Yes,Yes,Yes,No,Two year,Yes,72,110.3,7941.599999999999,0
No,Yes,Yes,Yes,Yes,Two year,Yes,72,115.6,8323.199999999999,0
No,Yes,Yes,No,No,Two year,No,55,19.35,1064.25,0
No,Yes,Yes,No,No,Two year,Yes,23,25.6,588.8000000000001,0
No,No,No,No,No,Month-to-month,Yes,32,80.35,2571.2,1
No,Yes,Yes,Yes,No,One year,Yes,56,68.75,3850.0,0
No,No,No,No,No,Month-to-month,No,1,19.9,19.9,0
No,No,No,Yes,Yes,One year,No,38,70.6,2682.7999999999997,0
No,No,No,No,No,Month-to-month,No,11,70.2,772.2,0
No,No,No,No,Yes,Month-to-month,Yes,1,49.3,49.3,0
No,Yes,No,No,Yes,One year,Yes,56,107.25,6006.0,0
No,Yes,No,No,No,Month-to-month,Yes,3,23.6,70.80000000000001,0
No,Yes,Yes,Yes,No,Month-to-month,No,7,69.7,487.90000000000003,0
No,Yes,Yes,No,No,Two year,Yes,59,99.5,5870.5,0
No,No,No,No,Yes,Month-to-month,No,7,64.3,450.09999999999997,0
No,Yes,Yes,Yes,Yes,Two year,Yes,71,70.85,5030.349999999999,0
No,Yes,Yes,Yes,Yes,One year,No,15,101.9,1528.5,0
No,Yes,No,Yes,Yes,Two year,No,71,73.5,5218.5,0
No,No,No,No,No,Month-to-month,Yes,35,100.25,3508.75,1
No,No,No,No,Yes,One year,Yes,11,40.4,444.4,0
No,Yes,Yes,No,No,Two year,Yes,60,19.25,1155.0,0
Yes,No,No,No,Yes,Two year,No,47,59.6,2801.2000000000003,0
No,No,No,No,Yes,One year,No,11,64.9,713.9000000000001,0
No,Yes,No,No,No,One year,No,56,100.3,5616.8,1
Yes,Yes,No,No,Yes,Month-to-month,Yes,28,110.85,3103.7999999999997,0
No,Yes,No,Yes,Yes,Two year,Yes,61,81.05,4944.05,0
No,Yes,Yes,Yes,No,One year,No,31,98.05,3039.5499999999997,0
No,No,No,No,No,Month-to-month,Yes,9,70.5,634.5,0
Yes,Yes,No,Yes,No,Month-to-month,Yes,35,94.55,3309.25,0
No,No,No,No,No,Month-to-month,Yes,2,19.65,39.3,0
No,Yes,Yes,No,No,Month-to-month,No,12,19.0,228.0,1
No,No,No,Yes,No,Month-to-month,No,1,75.3,75.3,1
Yes,No,No,No,No,Month-to-month,Yes,4,89.2,356.8,1
No,Yes,Yes,No,No,Month-to-month,Yes,1,19.0,19.0,0
No,No,No,No,No,Month-to-month,Yes,3,20.0,60.0,0
Yes,No,No,No,No,Month-to-month,Yes,1,85.7,85.7,1
No,No,No,Yes,No,Two year,Yes,52,63.25,3289.0,0
No,Yes,Yes,No,No,One year,No,5,20.1,100.5,0
No,Yes,No,Yes,No,Two year,Yes,72,99.15,7138.8,0
No,Yes,Yes,Yes,Yes,Two year,No,71,90.4,6418.400000000001,0
No,Yes,No,Yes,Yes,Two year,Yes,72,111.9,8056.8,0
No,Yes,Yes,No,No,One year,No,46,24.9,1145.3999999999999,0
No,Yes,Yes,Yes,No,Two year,No,63,83.5,5260.5,0
No,No,No,Yes,No,Month-to-month,Yes,30,84.3,2529.0,0
No,No,No,No,No,Month-to-month,No,1,45.6,45.6,0
No,No,No,Yes,Yes,Month-to-month,Yes,12,61.65,739.8,1
No,No,No,Yes,Yes,Two year,No,16,54.85,877.6,0
No,No,No,No,Yes,Month-to-month,No,4,65.55,262.2,0
No,Yes,No,No,No,One year,Yes,51,90.35,4607.849999999999,0
No,Yes,No,No,No,Two year,Yes,65,20.4,1326.0,0
No,No,No,No,Yes,Month-to-month,Yes,16,74.55,1192.8,0
No,No,No,No,No,One year,No,2,19.95,39.9,0
No,Yes,Yes,No,No,One year,Yes,66,74.25,4900.5,0
No,No,No,No,Yes,Two year,No,46,108.65,4997.900000000001,0
No,No,No,Yes,Yes,One year,Yes,32,109.55,3505.6,0
No,Yes,No,Yes,Yes,Two year,No,72,86.65,6238.8,0
No,Yes,Yes,Yes,Yes,Two year,No,38,81.0,3078.0,0
No,No,Yes,No,Yes,One year,No,51,47.85,2440.35,0
No,Yes,Yes,Yes,Yes,Two year,No,72,114.55,8247.6,0
Yes,Yes,No,Yes,No,Month-to-month,No,65,105.25,6841.25,1
No,Yes,Yes,No,No,Month-to-month,Yes,9,29.95,269.55,1
No,Yes,Yes,Yes,Yes,Month-to-month,No,9,65.0,585.0,1
No,No,Yes,No,No,Two year,No,66,20.55,1356.3,0
Yes,No,No,Yes,No,One year,Yes,44,109.8,4831.2,0
No,No,No,No,Yes,Two year,No,50,69.5,3475.0,0
No,No,No,No,No,Month-to-month,No,15,48.85,732.75,0
No,No,No,No,No,Month-to-month,Yes,8,25.25,202.0,0
Yes,No,No,No,Yes,One year,Yes,66,102.85,6788.099999999999,0
No,No,No,Yes,Yes,Month-to-month,Yes,57,87.55,4990.349999999999,0
No,No,No,No,No,Month-to-month,Yes,7,78.55,549.85,0
Yes,Yes,Yes,No,No,Month-to-month,Yes,10,34.55,345.5,0
No,No,No,Yes,No,One year,Yes,62,92.05,5707.099999999999,0
No,Yes,Yes,No,No,One year,Yes,40,85.05,3402.0,0
No,No,No,No,No,Two year,No,20,19.7,394.0,0
No,No,No,No,No,Month-to-month,No,7,20.0,140.0,1
No,Yes,No,No,Yes,Month-to-month,Yes,25,95.15,2378.75,0
No,Yes,No,No,No,Month-to-month,No,23,84.25,1937.75,0
Yes,Yes,No,No,No,One year,No,66,104.6,6903.599999999999,0
Yes,No,No,No,Yes,Two year,No,72,111.65,8038.8,0
Yes,Yes,No,No,No,Month-to-month,No,49,90.05,4412.45,1
Yes,Yes,Yes,No,Yes,Month-to-month,Yes,43,110.75,4762.25,1
No,Yes,No,Yes,No,Month-to-month,No,46,55.0,2530.0,0
No,Yes,Yes,Yes,Yes,Two year,No,72,89.85,6469.2,0
No,No,No,No,No,One year,No,10,20.35,203.5,0
No,No,No,Yes,Yes,One year,Yes,40,54.55,2182.0,0
No,Yes,Yes,No,No,Month-to-month,Yes,65,105.5,6857.5,1
No,No,No,No,Yes,Two year,No,31,99.45,3082.9500000000003,0
No,Yes,No,Yes,Yes,Two year,No,68,70.9,4821.200000000001,0
Yes,Yes,Yes,Yes,No,One year,Yes,56,104.55,5854.8,1
No,Yes,No,No,No,Month-to-month,Yes,10,85.25,852.5,1
No,Yes,Yes,No,No,Two year,No,68,25.4,1727.1999999999998,0
No,Yes,Yes,No,No,Month-to-month,No,43,56.15,2414.45,1
No,No,No,No,No,Month-to-month,Yes,1,89.55,89.55,1
Yes,No,No,No,No,One year,Yes,49,89.85,4402.65,0
No,Yes,Yes,No,No,Month-to-month,Yes,15,25.25,378.75,0
Yes,Yes,No,No,No,Month-to-month,Yes,20,94.55,1891.0,1
No,No,No,No,No,Month-to-month,Yes,1,45.7,45.7,1
No,Yes,Yes,No,Yes,One year,Yes,50,69.65,3482.5000000000005,0
Yes,No,No,No,No,Month-to-month,No,2,89.5,179.0,1
Yes,No,No,No,No,Month-to-month,No,24,70.0,1680.0,0
No,No,No,No,No,Month-to-month,Yes,3,69.55,208.64999999999998,1
No,No,No,No,No,Month-to-month,Yes,1,74.6,74.6,1
No,Yes,Yes,No,No,Two year,No,35,20.1,703.5,0
No,No,No,No,No,Month-to-month,No,17,24.8,421.6,0
Yes,No,No,No,No,Month-to-month,No,8,19.65,157.2,1
No,No,No,No,Yes,Month-to-month,Yes,10,95.1,951.0,0
No,Yes,Yes,Yes,Yes,Two year,Yes,68,88.85,6041.799999999999,0
No,Yes,No,Yes,No,One year,No,45,78.8,3546.0,0
No,Yes,Yes,No,No,One year,No,2,19.85,39.7,1
No,Yes,No,No,No,Month-to-month,No,37,20.35,752.95,0
No,No,No,No,No,Month-to-month,Yes,4,24.25,97.0,1
No,No,No,No,No,Month-to-month,No,10,45.25,452.5,0
No,No,No,No,No,Month-to-month,No,1,20.05,20.05,0
No,Yes,Yes,Yes,No,Two year,Yes,65,69.55,4520.75,0
No,Yes,Yes,No,No,Two year,No,57,19.5,1111.5,0
No,No,No,No,No,Month-to-month,Yes,3,74.75,224.25,0
No,No,No,No,No,Month-to-month,No,2,69.65,139.3,1
No,No,No,No,No,Month-to-month,Yes,49,30.2,1479.8,0
No,No,No,No,No,Month-to-month,No,4,45.65,182.6,1
No,Yes,No,No,Yes,Two year,No,70,57.8,4046.0,0
No,Yes,Yes,No,No,One year,Yes,53,19.85,1052.0500000000002,0
No,Yes,Yes,No,No,Two year,No,53,25.55,1354.15,0
No,No,No,No,No,Month-to-month,Yes,1,75.05,75.05,1
No,No,No,No,No,Month-to-month,Yes,22,24.85,546.7,0
Yes,No,No,No,No,Month-to-month,Yes,52,49.15,2555.7999999999997,1
Yes,No,No,Yes,Yes,Two year,Yes,65,110.35,7172.75,0
No,No,No,No,No,One year,No,48,24.55,1178.4,0
No,No,No,No,No,Month-to-month,Yes,2,34.7,69.4,1
No,No,No,No,No,Month-to-month,No,3,107.95,323.85,0
No,Yes,No,No,No,Month-to-month,No,45,81.4,3663.0000000000005,0
No,Yes,Yes,No,No,Month-to-month,No,1,80.0,80.0,1
No,Yes,Yes,No,Yes,Two year,Yes,61,73.8,4501.8,0
No,No,No,Yes,Yes,Month-to-month,Yes,3,64.4,193.20000000000002,0
Yes,No,No,No,Yes,One year,Yes,40,103.75,4150.0,0
No,No,No,No,No,Month-to-month,No,1,71.1,71.1,0
No,No,No,No,Yes,Month-to-month,Yes,1,49.9,49.9,0
No,No,No,No,No,One year,Yes,51,24.6,1254.6000000000001,0
Yes,No,No,Yes,No,Month-to-month,Yes,2,49.25,98.5,1
No,No,No,No,No,One year,No,52,30.1,1565.2,0
No,No,No,No,No,Month-to-month,No,51,83.4,4253.400000000001,0
No,No,No,No,No,Month-to-month,Yes,1,20.45,20.45,0
No,Yes,Yes,Yes,Yes,One year,Yes,31,75.25,2332.75,0
No,No,Yes,No,No,One year,No,47,20.55,965.85,0
No,No,No,No,No,Month-to-month,Yes,3,75.1,225.29999999999998,1
Yes,No,No,No,No,One year,Yes,22,20.05,441.1,0
No,Yes,No,No,No,Month-to-month,Yes,1,20.65,20.65,0
No,Yes,No,No,Yes,Two year,Yes,72,85.15,6130.8,0
No,Yes,Yes,No,No,Month-to-month,Yes,3,50.15,150.45,1
Yes,Yes,Yes,No,No,One year,Yes,47,84.95,3992.65,0
No,Yes,Yes,Yes,Yes,Two year,Yes,72,66.5,4788.0,0
No,Yes,Yes,No,No,Two year,Yes,66,63.3,4177.8,0
No,No,No,No,No,Month-to-month,No,35,83.15,2910.25,0
No,No,No,No,No,Month-to-month,Yes,29,84.9,2462.1000000000004,0
No,No,No,No,No,Month-to-month,Yes,2,20.55,41.1,0
No,No,No,No,No,Month-to-month,No,4,49.25,197.0,0
No,No,No,Yes,No,Month-to-month,Yes,25,79.85,1996.2499999999998,1
No,No,No,Yes,Yes,Two year,Yes,65,59.6,3874.0,0
Yes,No,No,No,Yes,One year,Yes,27,104.65,2825.55,0
No,Yes,No,No,No,Month-to-month,Yes,29,75.3,2183.7,0
No,Yes,Yes,No,No,Month-to-month,No,29,80.1,2322.8999999999996,0
No,No,No,No,No,Month-to-month,No,1,19.55,19.55,1
No,Yes,No,No,Yes,Month-to-month,Yes,20,81.0,1620.0,0
No,No,No,No,No,Two year,Yes,58,24.7,1432.6,0
No,No,Yes,Yes,Yes,Month-to-month,Yes,14,86.0,1204.0,0
No,Yes,No,No,No,Two year,No,72,25.4,1828.8,0
No,No,No,Yes,No,Month-to-month,Yes,46,89.15,4100.900000000001,0
No,Yes,No,No,Yes,Two year,No,71,58.25,4135.75,0
No,No,No,No,No,Month-to-month,Yes,32,85.65,2740.8,0
No,No,No,No,No,Month-to-month,Yes,26,50.35,1309.1000000000001,0
Yes,Yes,No,No,No,Month-to-month,Yes,68,80.35,5463.799999999999,0
No,Yes,Yes,No,No,One year,No,2,20.2,40.4,0
No,Yes,Yes,No,No,Two year,No,61,20.55,1253.55,0
No,Yes,Yes,No,No,Month-to-month,Yes,4,85.95,343.8,1
No,No,No,No,No,Month-to-month,Yes,3,45.35,136.05,1
Yes,Yes,No,No,No,Month-to-month,Yes,33,94.5,3118.5,1
Yes,Yes,No,No,No,Month-to-month,Yes,9,21.25,191.25,0
No,No,No,No,No,Two year,No,22,26.25,577.5,0
No,Yes,Yes,No,No,Month-to-month,Yes,5,80.85,404.25,0
Yes,No,No,Yes,No,Month-to-month,No,30,91.7,2751.0,1
No,No,No,No,Yes,Two year,Yes,65,74.2,4823.0,0
No,No,No,No,Yes,Month-to-month,Yes,45,87.25,3926.25,1
No,No,No,No,No,Month-to-month,No,5,20.35,101.75,0
No,Yes,Yes,No,No,Month-to-month,Yes,25,75.5,1887.5,0
No,Yes,Yes,Yes,No,Two year,No,72,79.05,5691.599999999999,0
No,Yes,No,No,No,Month-to-month,No,27,90.15,2434.05,0
No,Yes,Yes,No,No,Month-to-month,No,32,50.6,1619.2,0
No,No,No,No,Yes,One year,No,30,110.45,3313.5,0
No,Yes,No,Yes,Yes,Two year,No,70,101.0,7070.0,0
Yes,No,No,No,No,Month-to-month,Yes,42,79.35,3332.7,0
Yes,Yes,No,Yes,Yes,Two year,Yes,72,89.85,6469.2,0
No,No,No,Yes,Yes,Two year,Yes,47,65.0,3055.0,0
No,No,No,Yes,No,Month-to-month,Yes,2,80.45,160.9,0
No,No,No,Yes,No,Month-to-month,No,10,98.55,985.5,1
No,Yes,Yes,No,No,Two year,Yes,61,24.1,1470.1000000000001,0
No,No,No,No,No,Month-to-month,Yes,5,44.05,220.25,0
Yes,Yes,No,No,Yes,Two year,Yes,72,110.8,7977.599999999999,0
Yes,Yes,Yes,Yes,Yes,Two year,Yes,72,114.95,8276.4,0
Yes,No,No,No,No,Month-to-month,No,3,75.05,225.14999999999998,0
No,Yes,No,No,No,Two year,No,48,19.25,924.0,0
No,No,No,No,Yes,One year,Yes,63,90.05,5673.15,0
No,No,No,Yes,No,Month-to-month,Yes,27,56.7,1530.9,0
No,Yes,Yes,Yes,No,Two year,Yes,70,80.15,5610.5,0
No,Yes,Yes,Yes,Yes,Month-to-month,Yes,7,71.35,499.44999999999993,0
No,No,Yes,No,No,Two year,No,0,20.25,0.0,0
No,Yes,No,Yes,No,Month-to-month,No,2,90.35,180.7,0
Yes,No,No,No,No,Month-to-month,Yes,20,98.55,1971.0,1
No,No,No,No,No,Two year,No,66,19.7,1300.2,0
No,No,No,No,No,Month-to-month,No,3,19.85,59.550000000000004,0
No,No,Yes,No,No,Month-to-month,Yes,15,85.9,1288.5,1
No,Yes,Yes,Yes,Yes,Two year,Yes,72,90.35,6505.2,0
No,No,No,No,No,Month-to-month,No,1,20.8,20.8,0
No,No,No,No,No,Month-to-month,No,22,89.25,1963.5,1
No,Yes,No,No,No,Month-to-month,Yes,3,70.3,210.89999999999998,1
No,Yes,Yes,Yes,Yes,Two year,No,72,66.85,4813.2,0
No,Yes,Yes,No,No,Two year,No,65,19.9,1293.5,0
No,No,No,No,No,Month-to-month,Yes,11,35.8,393.79999999999995,0
No,No,No,No,No,Month-to-month,Yes,22,78.85,1734.6999999999998,0
No,No,No,No,No,One year,No,14,20.4,285.59999999999997,0
No,No,No,No,Yes,Month-to-month,Yes,41,74.25,3044.25,0
No,Yes,No,Yes,No,One year,No,17,64.8,1101.6,0
No,No,No,No,No,Month-to-month,Yes,11,20.45,224.95,0
No,No,No,No,No,Month-to-month,Yes,15,93.35,1400.25,1
No,No,No,No,No,Month-to-month,No,1,19.9,19.9,1
No,Yes,No,Yes,No,Month-to-month,Yes,5,88.9,444.5,1
No,Yes,No,No,No,One year,Yes,33,95.8,3161.4,1
No,Yes,No,Yes,No,Two year,Yes,72,110.65,7966.8,0
No,Yes,Yes,No,No,Month-to-month,No,3,40.3,120.89999999999999,0
No,No,No,No,No,Month-to-month,Yes,2,82.0,164.0,1
No,Yes,No,Yes,Yes,One year,Yes,59,107.0,6313.0,0
No,No,No,No,No,Month-to-month,No,2,45.35,90.7,1
No,Yes,Yes,No,Yes,Two year,Yes,71,73.35,5207.849999999999,0
No,Yes,Yes,No,No,Month-to-month,No,5,44.8,224.0,0
No,Yes,Yes,Yes,No,Month-to-month,Yes,27,54.75,1478.25,0
No,No,No,No,Yes,Month-to-month,Yes,1,52.2,52.2,1
No,No,Yes,Yes,Yes,One year,Yes,63,40.6,2557.8,0
Yes,No,No,Yes,No,One year,Yes,46,110.0,5060.0,1
No,Yes,Yes,Yes,No,Two year,No,72,55.3,3981.6,0
No,Yes,No,Yes,Yes,Month-to-month,Yes,34,60.85,2068.9,0
